order_id,customer_id,product_id,order_date,order_time,region,category,quantity,unit_price,discount_pct,payment_method,customer_age,rating,return_flag,shipping_city,order_date_clean,order_datetime,year,month,day,hour,normalized_return_flag,revenue,age_group
ORD001016,CUST00571,PROD0114,28/04/2022,16:48:57,North,Sports,3,57.33,36.3,Bank Transfer,71,3.9,No,  Phoenix  ,4/28/2022,4/28/2022 16:48,2022,4,28,16,0,109.55763,Senior
ORD001167,CUST00568,PROD0199,3/3/2022,17:29:00,Central,Sports,8,217.14,24.8,PayPal,19,2.5,No,Los Angeles,3/3/2022,3/3/2022 17:29,2022,3,3,17,0,1306.31424,Young Adult
ORD002276,CUST00362,PROD0152,12/24/2023,15:26:29,South,Toys,2,70.34,13,PayPal,69,1.2,No,Denver,12/24/2023,12/24/2023 15:26,2023,12,24,15,0,122.3916,Middle Age
ORD001509,Unknown,PROD0190,4/14/2023,7:36:41,South,Toys,9,131.52,6.7,Credit Card,75,3.2,No,Chicago,4/14/2023,4/14/2023 7:36,2023,4,14,7,0,1104.37344,Senior
ORD002290,CUST00400,PROD0175,4/4/2022,19:15:29,South,Books,2,303.73,9,Bank Transfer,40,4.3,No,Phoenix,4/4/2022,4/4/2022 19:15,2022,4,4,19,0,552.7886,Adult
ORD002677,CUST00399,PROD0107,7/17/2022,21:37:23,Unknown,Beauty,9,168.27,5.7,Credit Card,69,1.2,No,Denver,7/17/2022,7/17/2022 21:37,2022,7,17,21,0,1428.10749,Middle Age
ORD002417,CUST00072,PROD0115,14/06/2023,12:47:02,North,Beauty,2,310.36,19.7,Debit Card,75,2.5,Yes,  Miami  ,6/14/2023,6/14/2023 12:47,2023,6,14,12,1,498.43816,Senior
ORD001644,CUST00544,PROD0100,4/4/2022,14:04:39,South,Sports,1,378.2,8.1,Bank Transfer,73,1.6,No,  New York  ,4/4/2022,4/4/2022 14:04,2022,4,4,14,0,347.5658,Senior
ORD001156,CUST00434,PROD0133,8/18/2022,20:07:44,South,Toys,6,22.7,15.2,Debit Card,0,3.8,No,  Dallas  ,8/18/2022,8/18/2022 20:07,2022,8,18,20,0,115.4976,
ORD001828,CUST00184,PROD0066,12/26/2022,15:59:43,Unknown,Electronics,2,454,36.4,PayPal,52,2.6,Yes,Miami,12/26/2022,12/26/2022 15:59,2022,12,26,15,1,577.488,Middle Age
ORD002542,CUST00542,PROD0100,3/13/2022,0:15:43,West,Unknown,8,153.68,33.6,Credit Card,45,2.1,No,Dallas,3/13/2022,3/13/2022 0:15,2022,3,13,0,0,816.34816,Adult
ORD001541,CUST00008,PROD0041,3/12/2022,9:05:48,North,Books,3,23.7,28,Cash,32,1.6,No,Atlanta,3/12/2022,3/12/2022 9:05,2022,3,12,9,0,51.192,Young Adult
ORD001143,CUST00313,PROD0051,8/18/2023,10:57:34,South,Electronics,10,201.89,35.7,PayPal,47,4.5,No,  Dallas  ,8/18/2023,8/18/2023 10:57,2023,8,18,10,0,1298.1527,Adult
ORD002287,CUST00054,PROD0084,7/13/2022,20:07:44,Central,Toys,9,213.22,16.9,PayPal,73,2.7,No,Seattle,7/13/2022,7/13/2022 20:07,2022,7,13,20,0,1594.67238,Senior
ORD001712,CUST00246,PROD0071,21/09/2023,10:09:48,West,Home & Garden,10,39.36,22.3,Credit Card,65,2.9,No,Houston,9/21/2023,9/21/2023 10:09,2023,9,21,10,0,305.8272,Middle Age
ORD001938,CUST00178,PROD0189,6/5/2022,7:53:37,West,Sprots,10,50.09,18.9,Debit Card,27,1.7,No,New York,5/6/2022,5/6/2022 7:53,2022,5,6,7,0,406.2299,Young Adult
ORD001163,CUST00423,PROD0160,4/28/2023,20:17:44,East,Sprots,3,36.7,0.9,Cash,52,2.3,No,  New York  ,4/28/2023,4/28/2023 20:17,2023,4,28,20,0,109.1091,Middle Age
ORD002333,CUST00061,PROD0123,1/10/2022,20:22:09,West,Sports,2,57.16,35.3,Cash,27,1,No,Chicago,1/10/2022,1/10/2022 20:22,2022,1,10,20,0,73.96504,Young Adult
ORD002039,CUST00055,PROD0157,4/5/2022,8:18:27,North,Books,4,387.75,12.6,Cash,40,3.670571096,No,Dallas,4/5/2022,4/5/2022 8:18,2022,4,5,8,0,1355.574,Adult
ORD001959,CUST00505,PROD0147,11/19/2023,17:45:20,South,Home & Garden,4,200.76,37.6,Credit Card,49,1.2,Yes,Los Angeles,11/19/2023,11/19/2023 17:45,2023,11,19,17,1,501.09696,Adult
ORD002237,CUST00586,PROD0047,1/21/2022,14:26:44,West,Books,6,116.87,8.7,PayPal,44,1.4,No,New York,1/21/2022,1/21/2022 14:26,2022,1,21,14,0,640.21386,Adult
ORD001391,CUST00436,PROD0012,7/9/2023,16:40:52,East,Beauty,5,365.82,21.4,Unknown,28,2.6,No,Los Angeles,7/9/2023,7/9/2023 16:40,2023,7,9,16,0,1437.6726,Young Adult
ORD001667,CUST00600,PROD0078,3/28/2023,2:36:27,West,Beauty,1,313.32,22.7,Credit Card,32,1.3,No,  Houston  ,3/28/2023,3/28/2023 2:36,2023,3,28,2,0,242.19636,Young Adult
ORD002205,CUST00301,PROD0198,4/26/2022,18:42:27,Central,Beauty,8,304.34,35.7,PayPal,60,5,No,Atlanta,4/26/2022,4/26/2022 18:42,2022,4,26,18,0,1565.52496,Middle Age
ORD002381,CUST00417,PROD0055,7/23/2023,7:16:22,East,Electronics,10,357.52,28.1,Credit Card,35,4.8,Yes,Miami,7/23/2023,7/23/2023 7:16,2023,7,23,7,1,2570.5688,Young Adult
ORD002475,CUST00266,PROD0199,3/4/2023,17:38:30,South,Toys,3,60.18,20.6,Bank Transfer,36,4.7,No,Los Angeles,3/4/2023,3/4/2023 17:38,2023,3,4,17,0,143.34876,Adult
ORD001014,CUST00128,PROD0171,12/10/2023,10:12:26,North,Beauty,7,207.78,22.8,PayPal,57,3.7,No,Chicago,12/10/2023,12/10/2023 10:12,2023,12,10,10,0,1122.84312,Middle Age
ORD002579,CUST00159,PROD0181,18/11/2023,15:37:10,North,Sports,6,169.47,25.5,Debit Card,75,1.8,No,  Atlanta  ,11/18/2023,11/18/2023 15:37,2023,11,18,15,0,757.5309,Senior
ORD002419,CUST00489,PROD0144,3/26/2022,10:19:27,West,Books,3,47.64,31.6,PayPal,74,2.9,No,Denver,3/26/2022,3/26/2022 10:19,2022,3,26,10,0,97.75728,Senior
ORD002014,CUST00222,PROD0186,10/28/2022,4:31:45,West,Home & Garden,7,128.34,22.4,Credit Card,69,4.7,No,Houston,10/28/2022,10/28/2022 4:31,2022,10,28,4,0,697.14288,Middle Age
ORD002477,CUST00168,PROD0131,2/21/2022,10:06:42,East,Clothng,2,31.62,20.2,PayPal,53,2,No,Chicago,2/21/2022,2/21/2022 10:06,2022,2,21,10,0,50.46552,Middle Age
ORD001685,CUST00209,PROD0117,4/27/2022,18:11:25,Central,Clothing,2,94.8,4.3,Credit Card,67,2.7,No,Denver,4/27/2022,4/27/2022 18:11,2022,4,27,18,0,181.4472,Middle Age
ORD002177,CUST00260,PROD0095,8/17/2022,12:18:47,West,Sports,3,58.32,5.1,Bank Transfer,69,1.9,No,  New York  ,8/17/2022,8/17/2022 12:18,2022,8,17,12,0,166.03704,Middle Age
ORD001112,CUST00161,PROD0077,1/4/2023,14:42:18,Unknown,Books,4,139.13,19.6,Bank Transfer,71,1.2,No,Phoenix,1/4/2023,1/4/2023 14:42,2023,1,4,14,0,447.44208,Senior
ORD002194,CUST00440,PROD0061,4/13/2023,14:04:31,North,Electronics,10,9999.99,10.4,Credit Card,47,4.7,Yes,Atlanta,4/13/2023,4/13/2023 14:04,2023,4,13,14,1,89599.9104,Adult
